text,label
How do you plan to manage that,Normal
"I'm back, lemme know when you're ready",Normal
Shopping? Eh ger i toking abt syd leh...Haha,Normal
"Aight, call me once you're close",Normal
"I shall book chez jules for half eight, if that's ok with you?",Normal
Id have to check but there's only like 1 bowls worth left,Normal
She went to attend another two rounds today..but still did't reach home..,Normal
"Uncle G, just checking up on you. Do have a rewarding month",Normal
Yup...,Normal
Ok... But bag again..,Normal
I hope your pee burns tonite.,Normal
No need to say anything to me. I know i am an outsider,Normal
I want to see your pretty pussy...,Normal
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",Spam
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Normal
"Tick, tick, tick ... Babe",Normal
"St andre, virgil's cream",Normal
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,Normal
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,Normal
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",Normal
Carlos'll be here in a minute if you still need to buy,Normal
I didn't get the second half of that message,Normal
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam
Howz that persons story,Normal
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,Normal
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,Normal
There are many company. Tell me the language.,Normal
"Omw back to tampa from west palm, you hear what happened?",Normal
Sac will score big hundred.he is set batsman:-),Normal
ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,Normal
Thats cool! I am a gentleman and will treat you with dignity and respect.,Normal
I sent your maga that money yesterday oh.,Normal
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",Normal
:) ,Normal
Just wait till end of march when el nino gets himself. Oh.,Normal
I'm serious. You are in the money base,Normal
"I call you later, don't have network. If urgnt, sms me.",Normal
Thank you. do you generally date the brothas?,Normal
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,Spam
Hey tmr maybe can meet you at yck,Normal
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Normal
And pls pls drink plenty plenty water,Normal
Will do. Have a good day,Normal
Dunno da next show aft 6 is 850. Toa payoh got 650.,Normal
I can't make it tonight,Normal
I went to project centre,Normal
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,Normal
First answer my question.,Normal
Go chase after her and run her over while she's crossing the street,Normal
K:)i will give my kvb acc details:),Normal
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",Spam
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,Normal
I think chennai well settled?,Normal
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",Normal
Lolnice. I went from a fish to ..water.?,Normal
Yes. I come to nyc for audiitions and am trying to relocate.,Normal
Shall i come to get pickle,Normal
Apart from the one i told you about yesterday?,Normal
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,Normal
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,Normal
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,Normal
Oh yah... We never cancel leh... Haha ,Normal
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Spam
Gud ni8 dear..slp well..take care..swt dreams..Muah..,Normal
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,Spam
If I die I want u to have all my stuffs.,Normal
S.this will increase the chance of winning.,Normal
"When you just put in the + sign, choose my number and the pin will show. Right?",Normal
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,Normal
Hey... are you going to quit soon? Xuhui and i working till end of the month ,Normal
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,Spam
"Jay told me already, will do",Normal
08714712388 between 10am-7pm Cost 10p,Spam
I'm good. Have you registered to vote?,Normal
"Goodmorning, today i am late for 2hrs. Because of back pain.",Normal
I've not sent it. He can send me.,Normal
"Aight, I'll ask a few of my roommates",Normal
No:-)i got rumour that you going to buy apartment in chennai:-),Normal
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,Spam
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",Normal
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,Normal
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,Normal
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,Normal
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Normal
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",Normal
"Kate jackson rec center before 7ish, right?",Normal
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,Normal
K.:)you are the only girl waiting in reception ah?,Normal
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,Normal
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,Normal
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",Spam
"Yes, princess. Toledo.",Normal
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,Normal
You have 1 new voicemail. Please call 08719181513.,Spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",Normal
K.i did't see you.:)k:)where are you now?,Normal
We're done...,Normal
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,Normal
Just do what ever is easier for you,Normal
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",Normal
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,Normal
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",Normal
Missing you too.pray inshah allah,Normal
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),Normal
No he didn't. Spring is coming early yay!,Normal
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",Normal
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,Normal
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,Normal
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",Normal
What year. And how many miles.,Normal
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,Normal
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,Normal
I am not having her number sir,Normal
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",Spam
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",Normal
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,Normal
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,Normal
Is ur lecture over?,Normal
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),Normal
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",Normal
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",Normal
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",Normal
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,Normal
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,Spam
Am i that much dirty fellow?,Normal
No da..today also i forgot..,Normal
Ü only send me the contents page...,Normal
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",Normal
Pick you up bout 7.30ish? What time are  and that going?,Normal
Well obviously not because all the people in my cool college life went home ;_;,Normal
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",Normal
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,Normal
K k:) sms chat with me.,Normal
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",Normal
Hi dude hw r u da realy mising u today,Normal
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,Spam
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,Normal
Apps class varaya elaya.,Normal
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",Spam
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",Normal
I to am looking forward to all the sex cuddling.. Only two more sleeps ,Normal
"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",Normal
Bundle deal: Buy the complete set and save $50. Limited stock available.,Promotional
You see the requirements please,Normal
I have to take exam with in march 3,Normal
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,Spam
No:-)i got rumour that you going to buy apartment in chennai:-),Normal
Gam gone after outstanding innings.,Normal
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,Spam
Yeah get the unlimited,Normal
"Are you being good, baby? :)",Normal
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,Normal
My phone,Normal
"I've got  &lt;#&gt; , any way I could pick up?",Normal
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,Spam
No problem baby. Is this is a good time to talk? I called and left a message.,Normal
"Alright omw, gotta change my order to a half8th",Normal
Cos i want it to be your thing,Normal
I.ll get there tomorrow and send it to you,Normal
I wonder if you'll get this text?,Normal
Have a good evening! Ttyl,Normal
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,Normal
"Night night, see you tomorrow",Normal
Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,Normal
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,Spam
Alright i have a new goal now,Normal
Boy you best get yo ass out here quick,Normal
500 free text msgs. Just text ok to 80488 and we'll credit your account,Spam
URGENT: Your account has been compromised. Click this link immediately to verify your identity.,Scam
I just really need shit before tomorrow and I know you won't be awake before like 6,Normal
Went to ganesh dress shop,Normal
Dear where you. Call me,Normal
I'm aight. Wat's happening on your side.,Normal
Dont gimme that lip caveboy,Normal
So are you guys asking that i get that slippers again or its gone with last year,Normal
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,Normal
And now electricity just went out fml.,Normal
K then 2marrow are you coming to class.,Normal
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,Normal
How are you. Just checking up on you,Normal
No my mum went 2 dentist.,Normal
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,Spam
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",Normal
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,Normal
With my sis lor... We juz watched italian job.,Normal
K...k...when will you give treat?,Normal
"whatever, im pretty pissed off.",Normal
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,Spam
"Aight, let me know when you're gonna be around usf",Normal
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,Spam
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,Spam
U reach orchard already? U wan 2 go buy tickets first?,Normal
Thank You meet you monday,Normal
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,Normal
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,Spam
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Spam
Were trying to find a Chinese food place around here,Normal
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,Normal
Just glad to be talking to you.,Normal
She doesnt need any test.,Normal
"Ya, told..she was asking wats matter?",Normal
Some are lasting as much as 2 hours. You might get lucky.,Normal
I am going to film 2day da. At 6pm. Sorry da.,Normal
Aiyah e rain like quite big leh. If drizzling i can at least run home.,Normal
I'm at home. Please call,Normal
"Babe, I need your advice",Normal
thanks for the temales it was wonderful. Thank. Have a great week.,Normal
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",Spam
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",Normal
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,Spam
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",Spam
Are you planning to come chennai?,Normal
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,Normal
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Normal
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,Spam
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,Normal
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,Spam
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",Normal
After the drug she will be able to eat.,Normal
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",Normal
Now am free call me pa.,Normal
Okie,Normal
No one interested. May be some business plan.,Normal
"Yes, my reg is  Ciao!",Normal
Minimum walk is 3miles a day.,Normal
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,Normal
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",Normal
"life alle mone,eppolum oru pole allalo",Normal
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",Normal
"accordingly. I repeat, just text the word ok on your mobile phone and send",Spam
"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",Normal
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,Normal
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",Normal
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",Normal
Just come home. I don't want u to be miserable,Normal
Hope youre not having too much fun without me!! see u tomorrow love jess x,Normal
You will go to walmart. I.ll stay.,Normal
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",Normal
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),Normal
Yup. Thk of u oso boring wat.,Normal
Hi Princess! Thank you for the pics. You are very pretty. How are you?,Normal
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,Spam
I keep ten rs in my shelf:) buy two egg.,Normal
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",Normal
Prabha..i'm soryda..realy..frm heart i'm sory,Normal
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,Normal
You tell what happen dont behave like this to me. Ok no need to say,Normal
S but mostly not like that.,Normal
"I just got home babe, are you still awake ?",Normal
Carry on not disturbing both of you,Normal
Not a drop in the tank,Normal
1's reach home call me.,Normal
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",Normal
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,Normal
Hey i've booked the 2 lessons on sun liao...,Normal
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",Normal
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,Spam
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,Normal
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,Normal
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,Spam
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",Normal
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,Spam
Keep talking and see what happens. I dare you to say one more word.,Harassment
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",Spam
Ranjith cal drpd Deeraj and deepak 5min hold,Normal
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",Normal
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),Normal
26th OF JULY,Normal
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",Spam
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",Normal
5 nights...We nt staying at port step liao...Too ex,Normal
"Nah I don't think he goes to usf, he lives around here though",Normal
Ok,Normal
He telling not to tell any one. If so treat for me hi hi hi,Normal
Ok...,Normal
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Normal
U 2.,Normal
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",Normal
Match started.india  &lt;#&gt;  for 2,Normal
Quite lor. But dun tell him wait he get complacent...,Normal
Yeah I don't see why not,Normal
Ok... Help me ask if she's working tmr a not?,Normal
I'm always looking for an excuse to be in the city.,Normal
Waiting for your call.,Normal
Where are you call me.,Normal
"It‘s £6 to get in, is that ok?",Normal
Lol I would but despite these cramps I like being a girl.,Normal
No da if you run that it activate the full version da.,Normal
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",Normal
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,Spam
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,Normal
It is only yesterday true true.,Normal
"Haha yeah I see that now, be there in a sec",Normal
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",Normal
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",Normal
Man this bus is so so so slow. I think you're gonna get there before me,Normal
Pls go there today  &lt;#&gt; . I dont want any excuses,Normal
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),Normal
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,Normal
O we cant see if we can join denis and mina? Or does denis want alone time,Normal
And by when you're done I mean now,Normal
at bruce b downs &amp; fletcher now,Normal
"That's very rude, you on campus?",Normal
Left dessert. U wan me 2 go suntec look 4 u?,Normal
I think the other two still need to get cash but we can def be ready by 9,Normal
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,Normal
"Probably gonna be here for a while, see you later tonight &lt;)",Normal
I think it's all still in my car,Normal
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,Normal
It vl bcum more difficult..,Normal
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,Spam
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",Normal
"I've got ten bucks, jay is being noncomittal",Normal
You do what all you like,Normal
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,Normal
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Spam
Cramps stopped. Going back to sleep,Normal
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,Normal
I've been watching you. I know your routine. Be very careful.,Harassment
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,Normal
"Customer place, i wil cal u sir.",Normal
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,Normal
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",Spam
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,Normal
Sian... Aft meeting supervisor got work 2 do liao... U working now?,Normal
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,Normal
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",Normal
Ok thanx...,Normal
Huh so fast... Dat means u havent finished painting?,Normal
NEW: Our bestselling product is back in stock! Order now before it sells out again.,Promotional
"I'll text carlos and let you know, hang on",Normal
Another month. I need chocolate weed and alcohol.,Normal
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",Spam
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,Normal
What * u wearing?,Normal
I wont do anything de.,Normal
Mum ask ü to buy food home...,Normal
I ask if u meeting da ge tmr nite...,Normal
TaKe CaRE n gET WeLL sOOn,Normal
Haiyoh... Maybe your hamster was jealous of million,Normal
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",Normal
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,Spam
Except theres a chick with huge boobs.,Normal
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,Spam
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",Normal
Birthday special! Enjoy a FREE dessert on us when you dine in this week.,Promotional
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,Spam
"Sorry, I'll call later",Normal
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Normal
Nobody can decide where to eat and dad wants Chinese,Normal
Oh k...i'm watching here:),Normal
Stop knowing me so well!,Normal
Summer sale! Buy 2 get 1 free on all clothing items. Shop now!,Promotional
Havent.,Normal
